LabelId,class_0,class_1,score_0,score_1
0,0,1,0.8934791088104248,0.10652083158493042
0,0,1,0.97533625364303589,0.024663669988512993
0,0,1,0.95751583576202393,0.042484190315008163
0,0,1,0.997961699962616,0.0020381875801831484
0,0,1,0.99712902307510376,0.0028709310572594404
0,0,1,0.985453724861145,0.014546270482242107
0,0,1,0.72088891267776489,0.27911105751991272
0,0,1,0.96196460723876953,0.038035351783037186
0,0,1,0.97482329607009888,0.025176651775836945
0,0,1,0.9761958122253418,0.023804115131497383
0,0,1,0.86708968877792358,0.13291028141975403
0,0,1,0.90191787481307983,0.09808214008808136
0,0,1,0.93564420938491821,0.0643557608127594
0,0,1,0.9956049919128418,0.0043949615210294724
0,0,1,0.97685521841049194,0.023144785314798355
0,0,1,0.9909902811050415,0.0090096881613135338
1,0,1,0.45337066054344177,0.54662936925888062
0,0,1,0.97184020280838013,0.02815975621342659
0,0,1,0.94752788543701172,0.052472002804279327
0,0,1,0.98722618818283081,0.012773877941071987
0,0,1,0.94857609272003174,0.051423940807580948
0,0,1,0.99666094779968262,0.0033390612807124853
0,0,1,0.98948872089385986,0.010511241853237152
0,0,1,0.96547544002532959,0.034524567425251007
0,0,1,0.99878948926925659,0.0012104511260986328
0,0,1,0.92241930961608887,0.077580675482749939
0,0,1,0.97524875402450562,0.024751173332333565
1,0,1,0.583914577960968,0.41608539223670959
0,0,1,0.79512625932693481,0.20487377047538757
0,0,1,0.67439055442810059,0.3256094753742218
0,0,1,0.89623367786407471,0.10376629233360291
0,0,1,0.54090744256973267,0.45909255743026733
0,0,1,0.88599205017089844,0.11400798708200455
0,0,1,0.93533283472061157,0.064667120575904846
0,0,1,0.74035757780075073,0.25964239239692688
0,0,1,0.82467526197433472,0.17532473802566528
0,0,1,0.71726405620574951,0.28273588418960571
0,0,1,0.99223506450653076,0.0077649331651628017
0,0,1,0.97322827577590942,0.026771791279315948
0,0,1,0.90755391120910645,0.0924459844827652
0,0,1,0.949883222579956,0.05011676624417305
0,0,1,0.9295729398727417,0.070427000522613525
0,0,1,0.97857093811035156,0.0214291550219059
0,0,1,0.99454176425933838,0.0054581579752266407
0,0,1,0.91768783330917358,0.082312159240245819
0,0,1,0.92616778612136841,0.073832176625728607
0,0,1,0.95105022192001343,0.048949792981147766
1,0,1,0.6162981390953064,0.38370177149772644
0,0,1,0.98426908254623413,0.015730990096926689
0,0,1,0.96660351753234863,0.033396422863006592
0,0,1,0.96757739782333374,0.032422542572021484
0,0,1,0.97829687595367432,0.021703092381358147
0,0,1,0.95254415273666382,0.047455843538045883
0,0,1,0.98043632507324219,0.019563619047403336
0,0,1,0.99850612878799438,0.0014938133535906672
0,0,1,0.9222903847694397,0.077709555625915527
0,0,1,0.97090131044387817,0.029098691418766975
0,0,1,0.96190470457077026,0.038095198571681976
0,0,1,0.98601669073104858,0.013983258977532387
0,0,1,0.95603549480438232,0.043964497745037079
0,0,1,0.93840903043746948,0.061590943485498428
1,0,1,0.79538905620574951,0.20461085438728333
0,0,1,0.99584662914276123,0.0041533415205776691
0,0,1,0.987975537776947,0.012024466879665852
0,0,1,0.8101927638053894,0.18980720639228821
0,0,1,0.7344784140586853,0.26552152633666992
0,0,1,0.91290503740310669,0.087094962596893311
0,0,1,0.99467700719833374,0.0053229192271828651
0,0,1,0.95927470922470093,0.040725287050008774
0,0,1,0.98492681980133057,0.015073113143444061
0,0,1,0.781184732913971,0.21881522238254547
0,0,1,0.98006445169448853,0.019935585558414459
0,0,1,0.99520742893218994,0.0047925333492457867
0,0,1,0.96538406610488892,0.034616000950336456
0,0,1,0.99522644281387329,0.00477362796664238
0,0,1,0.76729226112365723,0.23270773887634277
0,0,1,0.93263161182403564,0.06736842542886734
0,0,1,0.99589139223098755,0.0041085043922066689
0,0,1,0.93775695562362671,0.062243096530437469
0,0,1,0.99635285139083862,0.0036471737548708916
0,0,1,0.90917509794235229,0.090824894607067108
0,0,1,0.90716838836669922,0.092831544578075409
0,0,1,0.81447499990463257,0.18552501499652863
0,0,1,0.96318554878234863,0.036814454942941666
0,0,1,0.99739682674407959,0.0026030957233160734
0,0,1,0.99246442317962646,0.0075355633161962032
0,0,1,0.98490184545516968,0.015098090283572674
0,0,1,0.99436748027801514,0.0056325281038880348
0,0,1,0.91759932041168213,0.082400724291801453
0,0,1,0.96439623832702637,0.035603731870651245
0,0,1,0.99169892072677612,0.008301127701997757
