LabelId,class_0,score_0,class_1,score_1
0,0,0.0662870854139328,0,0.0662870854139328
0,0,0.093106001615524292,0,0.093106001615524292
0,0,0.018210737034678459,0,0.018210737034678459
0,0,0.023205205798149109,0,0.023205205798149109
0,0,0.018312275409698486,0,0.018312275409698486
0,0,0.015403017401695251,0,0.015403017401695251
1,0,0.70777344703674316,0,0.70777344703674316
0,0,0.56005877256393433,0,0.56005877256393433
0,0,0.041080359369516373,0,0.041080359369516373
0,0,0.0077222320251166821,0,0.0077222320251166821
0,0,0.068349003791809082,0,0.068349003791809082
0,0,0.012856144458055496,0,0.012856144458055496
0,0,0.22410637140274048,0,0.22410637140274048
0,0,0.006733692716807127,0,0.006733692716807127
0,0,0.16869807243347168,0,0.16869807243347168
0,0,0.42116251587867737,0,0.42116251587867737
0,0,0.10297740995883942,0,0.10297740995883942
0,0,0.046347029507160187,0,0.046347029507160187
0,0,0.16256460547447205,0,0.16256460547447205
0,0,0.419858455657959,0,0.419858455657959
0,0,0.037998378276824951,0,0.037998378276824951
0,0,0.17922237515449524,0,0.17922237515449524
0,0,0.059381376951932907,0,0.059381376951932907
0,0,0.0019507930846884847,0,0.0019507930846884847
0,0,0.056946583092212677,0,0.056946583092212677
0,0,0.15499700605869293,0,0.15499700605869293
0,0,0.11918532848358154,0,0.11918532848358154
0,0,0.083354316651821136,0,0.083354316651821136
0,0,0.022752670571208,0,0.022752670571208
0,0,0.14884348213672638,0,0.14884348213672638
1,0,0.29777497053146362,0,0.29777497053146362
0,0,0.086370468139648438,0,0.086370468139648438
0,0,0.0076533625833690166,0,0.0076533625833690166
0,0,0.0031648098956793547,0,0.0031648098956793547
1,0,0.67552733421325684,0,0.67552733421325684
0,0,0.091885410249233246,0,0.091885410249233246
0,0,0.018233079463243484,0,0.018233079463243484
0,0,0.00810458604246378,0,0.00810458604246378
0,0,0.20053182542324066,0,0.20053182542324066
0,0,0.020670518279075623,0,0.020670518279075623
0,0,0.071097150444984436,0,0.071097150444984436
0,0,0.35051742196083069,0,0.35051742196083069
0,0,0.14171460270881653,0,0.14171460270881653
0,0,0.00068645022111013532,0,0.00068645022111013532
0,0,0.025159465149044991,0,0.025159465149044991
0,0,0.068139143288135529,0,0.068139143288135529
0,0,0.033861815929412842,0,0.033861815929412842
0,0,0.025646934285759926,0,0.025646934285759926
0,0,0.013609969057142735,0,0.013609969057142735
0,0,0.17000705003738403,0,0.17000705003738403
0,0,0.031722839921712875,0,0.031722839921712875
1,0,0.65997040271759033,0,0.65997040271759033
0,0,0.0060508232563734055,0,0.0060508232563734055
0,0,0.063908033072948456,0,0.063908033072948456
0,0,0.00764060765504837,0,0.00764060765504837
0,0,0.0021773516200482845,0,0.0021773516200482845
0,0,0.0097631523385643959,0,0.0097631523385643959
0,0,0.10684265196323395,0,0.10684265196323395
0,0,0.14306558668613434,0,0.14306558668613434
0,0,0.00097222102340310812,0,0.00097222102340310812
0,0,0.050891421735286713,0,0.050891421735286713
0,0,0.089634113013744354,0,0.089634113013744354
0,0,0.061626631766557693,0,0.061626631766557693
0,0,0.00066427473211660981,0,0.00066427473211660981
0,0,0.067862927913665771,0,0.067862927913665771
0,0,0.058821357786655426,0,0.058821357786655426
0,0,0.003559876000508666,0,0.003559876000508666
0,0,0.028534455224871635,0,0.028534455224871635
0,0,0.027115210890769958,0,0.027115210890769958
0,0,0.049416854977607727,0,0.049416854977607727
0,0,0.025794357061386108,0,0.025794357061386108
1,0,0.06003204733133316,0,0.06003204733133316
0,0,0.0058044753968715668,0,0.0058044753968715668
0,0,0.0477801114320755,0,0.0477801114320755
0,0,0.0016361884772777557,0,0.0016361884772777557
0,0,0.0358632355928421,0,0.0358632355928421
0,0,0.020048830658197403,0,0.020048830658197403
0,0,0.076405182480812073,0,0.076405182480812073
0,0,0.010788693092763424,0,0.010788693092763424
0,0,0.1984885036945343,0,0.1984885036945343
0,0,0.0597919337451458,0,0.0597919337451458
0,0,0.0038989840541034937,0,0.0038989840541034937
0,0,0.056476745754480362,0,0.056476745754480362
1,0,0.73083937168121338,0,0.73083937168121338
0,0,0.076842837035655975,0,0.076842837035655975
0,0,0.0014292371924966574,0,0.0014292371924966574
0,0,0.0805036723613739,0,0.0805036723613739
0,0,0.079520255327224731,0,0.079520255327224731
0,0,0.021421561017632484,0,0.021421561017632484
0,0,0.020293038338422775,0,0.020293038338422775
0,0,0.12926925718784332,0,0.12926925718784332
0,0,0.094632267951965332,0,0.094632267951965332
0,0,0.069392390549182892,0,0.069392390549182892
0,0,0.0037792373914271593,0,0.0037792373914271593
0,0,0.025330051779747009,0,0.025330051779747009
0,0,0.52050787210464478,0,0.52050787210464478
0,0,0.2281317412853241,0,0.2281317412853241
0,0,0.0064261201769113541,0,0.0064261201769113541
0,0,0.080807700753211975,0,0.080807700753211975
0,0,0.097756914794445038,0,0.097756914794445038
0,0,0.017209451645612717,0,0.017209451645612717
0,0,0.14068320393562317,0,0.14068320393562317
0,0,0.077002987265586853,0,0.077002987265586853
0,0,0.075164265930652618,0,0.075164265930652618
0,0,0.15312835574150085,0,0.15312835574150085
0,0,0.21131034195423126,0,0.21131034195423126
0,0,0.039817534387111664,0,0.039817534387111664
0,0,0.0040697292424738407,0,0.0040697292424738407
0,0,0.010892958380281925,0,0.010892958380281925
0,0,0.017749259248375893,0,0.017749259248375893
0,0,0.020552443340420723,0,0.020552443340420723
0,0,0.038438308984041214,0,0.038438308984041214
1,0,0.75054603815078735,0,0.75054603815078735
0,0,0.032150890678167343,0,0.032150890678167343
0,0,0.020503496751189232,0,0.020503496751189232
0,0,0.0078830141574144363,0,0.0078830141574144363
0,0,0.035272877663373947,0,0.035272877663373947
0,0,0.001249050023034215,0,0.001249050023034215
0,0,0.0074265524744987488,0,0.0074265524744987488
1,0,0.23308849334716797,0,0.23308849334716797
0,0,0.0092733260244131088,0,0.0092733260244131088
1,0,0.641089677810669,0,0.641089677810669
0,0,0.051385372877120972,0,0.051385372877120972
0,0,0.015664394944906235,0,0.015664394944906235
0,0,0.0019859082531183958,0,0.0019859082531183958
0,0,0.34324252605438232,0,0.34324252605438232
0,0,0.033985704183578491,0,0.033985704183578491
1,0,0.69054555892944336,0,0.69054555892944336
0,0,0.0027612599078565836,0,0.0027612599078565836
0,0,0.048303324729204178,0,0.048303324729204178
1,0,0.4159737229347229,0,0.4159737229347229
0,0,0.014084381982684135,0,0.014084381982684135
0,0,0.063724048435688019,0,0.063724048435688019
0,0,0.01117204874753952,0,0.01117204874753952
0,0,0.054546155035495758,0,0.054546155035495758
0,0,0.0018394541693851352,0,0.0018394541693851352
0,0,0.020250063389539719,0,0.020250063389539719
1,0,0.54788529872894287,0,0.54788529872894287
0,0,0.11648368835449219,0,0.11648368835449219
0,0,0.051551364362239838,0,0.051551364362239838
0,0,0.0186694897711277,0,0.0186694897711277
0,0,0.012192072346806526,0,0.012192072346806526
1,0,0.33827242255210876,0,0.33827242255210876
0,0,0.0463101752102375,0,0.0463101752102375
0,0,0.51323336362838745,0,0.51323336362838745
0,0,0.00080677057849243283,0,0.00080677057849243283
0,0,0.030320180580019951,0,0.030320180580019951
0,0,0.039034798741340637,0,0.039034798741340637
0,0,0.03781186044216156,0,0.03781186044216156
1,0,0.1705782413482666,0,0.1705782413482666
0,0,0.025656547397375107,0,0.025656547397375107
0,0,0.056226570159196854,0,0.056226570159196854
0,0,0.020173085853457451,0,0.020173085853457451
0,0,0.099000193178653717,0,0.099000193178653717
0,0,0.015361758880317211,0,0.015361758880317211
0,0,0.020991692319512367,0,0.020991692319512367
0,0,0.028130507096648216,0,0.028130507096648216
0,0,0.062999144196510315,0,0.062999144196510315
0,0,0.16101172566413879,0,0.16101172566413879
0,0,0.033083859831094742,0,0.033083859831094742
0,0,0.045070748776197433,0,0.045070748776197433
1,0,0.5882570743560791,0,0.5882570743560791
0,0,0.0050265970639884472,0,0.0050265970639884472
1,0,0.61721503734588623,0,0.61721503734588623
0,0,0.0355658195912838,0,0.0355658195912838
0,0,0.020615298300981522,0,0.020615298300981522
0,0,0.021567897871136665,0,0.021567897871136665
0,0,0.021611442789435387,0,0.021611442789435387
1,0,0.11550921946763992,0,0.11550921946763992
0,0,0.3648810088634491,0,0.3648810088634491
0,0,0.0018726806156337261,0,0.0018726806156337261
0,0,0.0029192997608333826,0,0.0029192997608333826
0,0,0.019834887236356735,0,0.019834887236356735
0,0,0.12134723365306854,0,0.12134723365306854
0,0,0.013845443725585938,0,0.013845443725585938
0,0,0.020789043977856636,0,0.020789043977856636
0,0,0.00045647067599929869,0,0.00045647067599929869
0,0,0.19207735359668732,0,0.19207735359668732
1,0,0.26267907023429871,0,0.26267907023429871
0,0,0.0098866624757647514,0,0.0098866624757647514
0,0,0.074109740555286407,0,0.074109740555286407
0,0,0.0016367244534194469,0,0.0016367244534194469
0,0,0.00239592045545578,0,0.00239592045545578
0,0,0.052984770387411118,0,0.052984770387411118
1,0,0.17816419899463654,0,0.17816419899463654
0,0,0.029966972768306732,0,0.029966972768306732
0,0,0.017623240128159523,0,0.017623240128159523
0,0,0.04167228564620018,0,0.04167228564620018
0,0,0.034575428813695908,0,0.034575428813695908
0,0,0.02562236413359642,0,0.02562236413359642
0,0,0.10609504580497742,0,0.10609504580497742
0,0,0.014620463363826275,0,0.014620463363826275
0,0,0.031159073114395142,0,0.031159073114395142
0,0,0.35227435827255249,0,0.35227435827255249
0,0,0.067013159394264221,0,0.067013159394264221
0,0,0.0030681926291435957,0,0.0030681926291435957
0,0,0.12928549945354462,0,0.12928549945354462
0,0,0.014595777727663517,0,0.014595777727663517
1,0,0.00827199686318636,0,0.00827199686318636
0,0,0.0417800210416317,0,0.0417800210416317
0,0,0.11390451341867447,0,0.11390451341867447
0,0,0.0072923754341900349,0,0.0072923754341900349
0,0,0.051043156534433365,0,0.051043156534433365
0,0,0.0632082149386406,0,0.0632082149386406
0,0,0.034271743148565292,0,0.034271743148565292
0,0,0.7415425181388855,0,0.7415425181388855
0,0,0.010901901870965958,0,0.010901901870965958
0,0,0.15107683837413788,0,0.15107683837413788
0,0,0.018939048051834106,0,0.018939048051834106
0,0,0.061745665967464447,0,0.061745665967464447
0,0,0.014183687977492809,0,0.014183687977492809
0,0,0.21515414118766785,0,0.21515414118766785
0,0,0.054047565907239914,0,0.054047565907239914
0,0,0.025422347709536552,0,0.025422347709536552
0,0,0.028876135125756264,0,0.028876135125756264
0,0,0.035332515835762024,0,0.035332515835762024
0,0,0.1151563823223114,0,0.1151563823223114
0,0,0.025598511099815369,0,0.025598511099815369
0,0,0.029200199991464615,0,0.029200199991464615
0,0,0.29189395904541016,0,0.29189395904541016
0,0,0.0080306660383939743,0,0.0080306660383939743
0,0,0.44904959201812744,0,0.44904959201812744
0,0,0.0077178250066936016,0,0.0077178250066936016
0,0,0.073748223483562469,0,0.073748223483562469
0,0,0.035994239151477814,0,0.035994239151477814
0,0,0.082224898040294647,0,0.082224898040294647
0,0,0.061199668794870377,0,0.061199668794870377
0,0,0.13852281868457794,0,0.13852281868457794
0,0,0.018321258947253227,0,0.018321258947253227
0,0,0.13958971202373505,0,0.13958971202373505
0,0,0.022124214097857475,0,0.022124214097857475
0,0,0.090503901243209839,0,0.090503901243209839
0,0,0.0035772866103798151,0,0.0035772866103798151
0,0,0.011667623184621334,0,0.011667623184621334
1,0,0.65151137113571167,0,0.65151137113571167
0,0,0.28933319449424744,0,0.28933319449424744
0,0,0.055782832205295563,0,0.055782832205295563
0,0,0.14045777916908264,0,0.14045777916908264
0,0,0.057120170444250107,0,0.057120170444250107
0,0,0.0067332396283745766,0,0.0067332396283745766
1,0,0.80595195293426514,0,0.80595195293426514
0,0,0.069166474044322968,0,0.069166474044322968
0,0,0.05814690887928009,0,0.05814690887928009
0,0,0.0037598961498588324,0,0.0037598961498588324
0,0,0.10648288577795029,0,0.10648288577795029
0,0,0.00082590722013264894,0,0.00082590722013264894
0,0,0.026751188561320305,0,0.026751188561320305
0,0,0.046659864485263824,0,0.046659864485263824
0,0,0.056940391659736633,0,0.056940391659736633
0,0,0.012039654888212681,0,0.012039654888212681
0,0,0.2119770348072052,0,0.2119770348072052
0,0,0.019838286563754082,0,0.019838286563754082
0,0,0.20570868253707886,0,0.20570868253707886
0,0,0.087373286485672,0,0.087373286485672
0,0,0.021663572639226913,0,0.021663572639226913
0,0,0.0017638897988945246,0,0.0017638897988945246
0,0,0.077364929020404816,0,0.077364929020404816
0,0,0.0175535436719656,0,0.0175535436719656
0,0,0.014601262286305428,0,0.014601262286305428
0,0,0.05137113481760025,0,0.05137113481760025
0,0,0.50139671564102173,0,0.50139671564102173
1,0,0.49424856901168823,0,0.49424856901168823
1,0,0.056360140442848206,0,0.056360140442848206
0,0,0.0015398390823975205,0,0.0015398390823975205
0,0,0.19930416345596313,0,0.19930416345596313
0,0,0.489595502614975,0,0.489595502614975
0,0,0.020594995468854904,0,0.020594995468854904
0,0,0.013960606418550014,0,0.013960606418550014
0,0,0.087911158800125122,0,0.087911158800125122
0,0,0.02536713145673275,0,0.02536713145673275
0,0,0.011833967640995979,0,0.011833967640995979
0,0,0.017261026427149773,0,0.017261026427149773
0,0,0.12750880420207977,0,0.12750880420207977
0,0,0.38844579458236694,0,0.38844579458236694
0,0,0.0061074476689100266,0,0.0061074476689100266
0,0,0.01471896655857563,0,0.01471896655857563
0,0,0.075899742543697357,0,0.075899742543697357
0,0,0.088372953236103058,0,0.088372953236103058
0,0,0.028169644996523857,0,0.028169644996523857
0,0,0.02602681890130043,0,0.02602681890130043
0,0,0.0056646117009222507,0,0.0056646117009222507
0,0,0.29641866683959961,0,0.29641866683959961
0,0,0.034113068133592606,0,0.034113068133592606
0,0,0.025513337925076485,0,0.025513337925076485
0,0,0.030862083658576012,0,0.030862083658576012
0,0,0.017963910475373268,0,0.017963910475373268
0,0,0.10272493958473206,0,0.10272493958473206
0,0,0.0848039835691452,0,0.0848039835691452
0,0,0.02992740273475647,0,0.02992740273475647
0,0,0.043811410665512085,0,0.043811410665512085
0,0,0.37115272879600525,0,0.37115272879600525
0,0,0.16357293725013733,0,0.16357293725013733
0,0,0.010569300502538681,0,0.010569300502538681
0,0,0.00738507742062211,0,0.00738507742062211
0,0,0.254236102104187,0,0.254236102104187
1,0,0.37258753180503845,0,0.37258753180503845
0,0,0.12894980609416962,0,0.12894980609416962
0,0,0.0038545615971088409,0,0.0038545615971088409
0,0,0.18235963582992554,0,0.18235963582992554
0,0,0.062146738171577454,0,0.062146738171577454
0,0,0.063879132270812988,0,0.063879132270812988
0,0,0.049390655010938644,0,0.049390655010938644
0,0,0.073885641992092133,0,0.073885641992092133
1,0,0.18349245190620422,0,0.18349245190620422
0,0,0.015572358854115009,0,0.015572358854115009
0,0,0.013287962414324284,0,0.013287962414324284
0,0,0.068918004631996155,0,0.068918004631996155
0,0,0.0011432769242674112,0,0.0011432769242674112
0,0,0.017691746354103088,0,0.017691746354103088
0,0,0.54733693599700928,0,0.54733693599700928
0,0,0.16222716867923737,0,0.16222716867923737
1,0,0.47594103217124939,0,0.47594103217124939
0,0,0.056967012584209442,0,0.056967012584209442
1,0,0.39813047647476196,0,0.39813047647476196
0,0,0.03393062949180603,0,0.03393062949180603
0,0,0.0034613367170095444,0,0.0034613367170095444
0,0,0.0684979185461998,0,0.0684979185461998
0,0,0.28838351368904114,0,0.28838351368904114
0,0,0.011724146082997322,0,0.011724146082997322
0,0,0.091384723782539368,0,0.091384723782539368
0,0,0.0068638166412711143,0,0.0068638166412711143
0,0,0.064337164163589478,0,0.064337164163589478
0,0,0.00958576425909996,0,0.00958576425909996
0,0,0.032344367355108261,0,0.032344367355108261
0,0,0.0094314422458410263,0,0.0094314422458410263
0,0,0.037835974246263504,0,0.037835974246263504
0,0,0.015569320879876614,0,0.015569320879876614
0,0,0.035653099417686462,0,0.035653099417686462
0,0,0.017011977732181549,0,0.017011977732181549
0,0,0.037777535617351532,0,0.037777535617351532
0,0,0.002990407170727849,0,0.002990407170727849
0,0,0.019060555845499039,0,0.019060555845499039
0,0,0.021432086825370789,0,0.021432086825370789
0,0,0.00585201196372509,0,0.00585201196372509
0,0,0.00080263090785592794,0,0.00080263090785592794
0,0,0.040358752012252808,0,0.040358752012252808
0,0,0.009869634173810482,0,0.009869634173810482
0,0,0.018325865268707275,0,0.018325865268707275
0,0,0.062296155840158463,0,0.062296155840158463
0,0,0.024387845769524574,0,0.024387845769524574
0,0,0.005242722574621439,0,0.005242722574621439
0,0,0.016367541626095772,0,0.016367541626095772
0,0,0.00074617750942707062,0,0.00074617750942707062
0,0,0.0095680775120854378,0,0.0095680775120854378
0,0,0.02274821512401104,0,0.02274821512401104
0,0,0.0022042789496481419,0,0.0022042789496481419
0,0,0.049369413405656815,0,0.049369413405656815
0,0,0.028848294168710709,0,0.028848294168710709
0,0,0.084227010607719421,0,0.084227010607719421
0,0,0.028783587738871574,0,0.028783587738871574
0,0,0.13920851051807404,0,0.13920851051807404
0,0,0.19770129024982452,0,0.19770129024982452
0,0,0.063789375126361847,0,0.063789375126361847
0,0,0.0040705376304686069,0,0.0040705376304686069
0,0,0.071222163736820221,0,0.071222163736820221
